subject	predicate	object	context
a39781c8-d3fc-430d-a0a7-da672de1c541	v:pt	Paul Ehrenfest	46bf33195cb8fd0ad0a6091d9591bfa5c8200072
a39781c8-d3fc-430d-a0a7-da672de1c541	v:rt	e806fcd4-132a-4812-a379-e63a59635eaf	46bf33195cb8fd0ad0a6091d9591bfa5c8200072
a39781c8-d3fc-430d-a0a7-da672de1c541	v:rt	b5b64601-f044-4019-9b3f-d41aec4b6b70	46bf33195cb8fd0ad0a6091d9591bfa5c8200072
a39781c8-d3fc-430d-a0a7-da672de1c541	v:rt	108aa028-34fb-4a51-89fd-c594ca4cdfcd	46bf33195cb8fd0ad0a6091d9591bfa5c8200072
a39781c8-d3fc-430d-a0a7-da672de1c541	v:rt	bea61caf-0587-4a24-9606-19f3d11d2993	46bf33195cb8fd0ad0a6091d9591bfa5c8200072
a39781c8-d3fc-430d-a0a7-da672de1c541	v:tag	solvay-1927	46bf33195cb8fd0ad0a6091d9591bfa5c8200072
