subject	predicate	object	context
7bf2101d-3405-4d60-91c4-72223cadad4c	v:type	wh:per	8d2d23f42bc89356b092966632e6bf3179408cb6
7bf2101d-3405-4d60-91c4-72223cadad4c	v:title	Louis de Broglie—7	8d2d23f42bc89356b092966632e6bf3179408cb6
